GENE,EXPRESSION
YPL001W,0.013
YFL059W,0.168
YNL116W,0.165
YJR007W,-0.009
YIR028W,-0.545
YHR049W,-0.523
YBR234C,-0.023
YPR106W,0.069
YPL002C,-0.121
YOR127W,-0.163
YDR489W,0.017
YNR075W,-0.349
YMR096W,-0.107
YPR107C,0.048
YOR128C,-0.400
YMR097C,0.054
YBR161W,-0.182
YHL018W,-0.302
YBR162W-A,-0.334
YGL039W,-0.291
YOL023W,0.117
YNL044W,-0.179
YNL117W,0.973
YGR281W,-0.107
YJR008W,-0.085
YML065W,0.070
YDR120C,0.132
YIR029W,0.088
YPR034W,0.248
YBR162C,0.030
YHL019C,0.087
YOR055W,-0.168
YNR076W,-0.150
YNL118C,0.093
YGR282C,-0.086
YML066C,-0.141
YJR009C,-0.578
YOR056C,0.201
YOR129C,0.150
YNR077C,-0.033
YGL250W,-0.071
YMR098C,0.160
YBR235W,0.012
YPL003W,-0.085
YOL024W,-0.314
YNL045W,-0.109
YGL251C,0.051
YBR090C,-0.036
YPR035W,-0.197
YBR236C,0.196
YPR108W,0.101
YPL004C,-0.004
YGR283C,-0.184
YML067C,-0.158
YOR340C,0.127
YER100W,0.028
YDR121W,0.240
YMR099C,-0.081
YBR163W,-0.031
YOL025W,0.009
YNL046W,-0.139
YNL119W,0.218
YER101C,0.021
YGL252C,0.122
YBR091C,0.226
YPR036W,-0.001
YBR164C,0.073
YPR109W,-0.273
YNL330C,0.059
YOR057W,0.132
YOL026C,-0.183
YNL047C,0.140
YGR284C,-0.114
YFL010W-A,0.047
YPR037C,-0.005
YOR058C,-0.044
YDR122W,-0.007
YBR237W,-0.161
YPL005W,0.139
YHR190W,-0.152
YML068W,-0.144
YDR050C,-0.584
YDR123C,0.275
YOR341W,-0.038
YCR071C,0.083
YBR092C,-0.807
YNL331C,-0.001
YBR238C,-0.204
YOL027C,0.250
YHR191C,-0.144
YGR285C,-0.118
YBL060W,0.006
YOR342C,0.333
YER102W,-0.249
YOR059C,-0.093
YGL180W,0.090
YGL253W,-0.543
YBR165W,-0.029
YBL061C,-0.096
YNL048W,-0.021
YML069W,0.198
YDR051C,0.103
YCR072C,0.171
YBR093C,-0.704
YBR166C,-0.205
YJR150C,-0.336
YBR239C,-0.013
YPL007C,0.086
YOL028C,0.007
YCL040W,-0.146
YNL049C,-0.177
YGR286C,-0.120
YOR270C,-0.167
YOR343C,0.147
YER030W,0.432
YER103W,-0.405
YGL181W,0.100
YDR124W,-0.033
YDL020C,0.375
YGL254W,0.032
YCL041C,-0.122
YNL332W,-0.064
YHR192W,0.149
YER031C,-0.033
YDR052C,0.278
YDR125C,-0.081
YGL182C,0.000
YCR073C,0.075
YNL260C,-0.030
YBR167C,-0.011
YJR151C,0.067
YOL029C,-0.131
YHR193C,0.003
YBL062W,-0.089
YGR287C,-0.097
YOR271C,0.223
YOR344C,0.028
YFR010W,0.234
YIL140W,0.039
YER104W,0.116
YGL255W,-0.134
YBR094W,-0.004
YNL333W,0.215
YPL008W,0.070
YFR011C,-0.237
YER105C,0.021
YGL183C,-0.907
YLR110C,-0.018
YBR095C,0.207
YNL334C,0.120
YPL009C,0.323
YDL021W,-0.325
YCL042W,-0.226
YBL063W,0.037
YOR345C,0.210
YJL120W,-0.265
YIL141W,-0.377
YER032W,0.228
YEL001C,-0.167
YDR053W,0.149
YGL256W,-0.165
YCL043C,-0.306
YNL261W,-0.211
YBR168W,0.050
YBL064C,0.014
YKL100C,-0.094
YJR152W,0.128
YJL121C,-0.159
YDR410C,-0.215
YHR194W,-0.122
YER033C,-0.122
YDR054C,0.238
YGR288W,-0.149
YOR272W,0.142
YGL184C,-0.267
YCR075C,-0.089
YGL257C,-0.004
YJR080C,0.134
YBR169C,-0.561
YDL022W,-0.625
YGR289C,0.062
YOR273C,0.150
YFR012W,0.078
YIL142W,0.033
YER106W,-0.191
YEL002C,-0.154
YDR127W,0.224
YPL220W,-0.391
YLR111W,-0.221
YDL023C,-0.712
YBR096W,-0.077
YCL044C,0.068
YNL262W,0.093
YJR153W,-0.069
YNL335W,-0.044
YDR411C,-0.190
YIL070C,0.033
YHR195W,-0.054
YIL143C,0.124
YER107C,0.035
YGL185C,0.112
YOR346W,0.102
YCR076C,-0.127
YNL263C,-0.005
YBL065W,0.279
YKL101W,-0.010
YJL122W,0.171
YOR347C,-0.232
YFR013W,0.054
YER034W,-0.003
YDR055W,-0.916
YDR128W,0.213
YPL221W,-0.173
YGL258W,0.148
YLR112W,-0.082
YDL024C,-0.316
YKR060W,0.060
YBR097W,0.143
YCL045C,-0.102
YNL190W,-0.215
YNL336W,-0.141
YJR154W,-0.498
YKL102C,-0.262
YBL066C,-0.337
YJL123C,0.325
YFR014C,0.229
YIL071C,-0.170
YHR196W,0.297
YPR180W,0.170
YER108C,0.134
YDR056C,-0.056
YOR274W,0.103
YLR040C,-0.288
YGL186C,-0.328
YDR129C,0.006
YCR077C,-0.034
YNL264C,-0.295
YJR082C,-0.026
YEL003W,0.025
YPR181C,-0.035
YJL050W,0.095
YOR275C,0.018
YOR348C,1.022
YDR412W,0.067
YIL144W,0.351
YER035W,0.030
YPL222W,0.344
YGL259W,-0.166
YLR113W,-0.230
YDL025C,-0.038
YKR061W,-0.394
YNL191W,0.248
YBR098W,0.097
YBL067C,0.274
YJR155W,-0.095
YKL103C,-0.397
YNL337W,0.129
YJL124C,0.034
YDR413C,0.319
YFR015C,-0.191
YHR197W,0.155
YIL145C,-0.163
YER036C,-0.084
YPL223C,0.115
YGL187C,0.007
YLR114C,0.167
YBR099C,-0.090
YNL265C,0.200
YJR083C,0.155
YJR156C,0.032
YEL004W,-0.092
YHR198C,-0.053
YCL046W,-0.116
YKL030W,-0.241
YJL051W,-0.102
YDR340W,-0.248
YIL072W,-0.072
YMR020W,-0.280
YPL150W,0.202
YEL005C,-0.119
YDR057W,0.015
YLR041W,-0.238
YKR062W,0.188
YLL010C,0.106
YCL047C,-0.161
YNL192W,-0.567
YKL104C,-0.362
YJL125C,0.273
YDR341C,-0.318
YIL073C,-0.248
YFR016C,0.187
YDR414C,-0.241
YIL146C,0.256
YPR182W,0.184
YMR021C,0.022
YPL151C,0.094
YDR058C,0.018
YOR276W,-0.130
YPL224C,-0.160
YLR042C,-0.009
YGL188C,-0.031
YOR349W,0.403
YKR063C,0.206
YNL339C,0.018
YDL026W,-0.273
YHR199C,-0.170
YKL031W,-0.273
YBL068W,-0.036
YJL052W,-0.714
YOR277C,-0.034
YER037W,-0.006
YLR115W,0.149
YDL027C,-0.106
YCR079W,-0.126
YAL058C-A,-0.020
YNL193W,-0.036
YNL266W,0.004
YJR084W,0.043
YKL032C,0.069
YKL105C,0.127
YJR157W,-0.273
YDR342C,0.336
YDR415C,-0.094
YIL074C,-0.444
YFR017C,-0.084
YNR001C,0.229
YIL147C,-0.015
YPR183W,-0.159
YER038C,-0.006
YDR059C,0.097
YGL189C,-0.243
YLR043C,-0.193
YNL194C,0.175
YJR085C,0.048
YLL011W,0.401
YCL048W,-0.149
YBL069W,-0.272
YJL053W,-0.168
YJL126W,-0.018
YMR022W,-0.112
YPL152W,0.203
YPL225W,-0.022
YDL028C,0.230
YLR116W,0.015
YKR064W,0.009
YCL049C,-0.226
YNL267W,0.032
YJR158W,0.043
YDR343C,0.336
YJL127C,0.196
YFR018C,-0.040
YIL075C,0.022
YNR002C,0.875
YPR184W,0.154
YER039C,-0.264
YPL080C,-0.094
YMR023C,-0.042
YPL153C,-0.110
YOR278W,-0.065
YLR044C,-0.620
YLR117C,0.326
YKR065C,-0.043
YNL195C,-0.111
YEL007W,0.107
YLL012W,-0.031
YKL033W,-0.165
YKL106W,0.124
YDR270W,0.385
YOR279C,0.000
YJL054W,0.006
YDR416W,0.032
YLR400W,0.066
YIL148W,-0.304
YPL226W,-0.169
YLL013C,0.074
YNL268W,0.241
YJR086W,0.051
YJR159W,-0.176
YDR271C,0.239
YDR344C,-0.433
YJL128C,0.009
YDR417C,-0.348
YLR401C,0.165
YIL149C,-0.068
YNR003C,0.067
YPR185W,0.043
YPL154C,-0.015
YLR045C,0.278
YPL227C,-0.080
YLR118C,-0.220
YKR066C,0.108
YNL196C,-0.100
YEL008W,-0.194
YDL029W,0.051
YPR186C,0.138
YKL034W,-0.131
YKL107W,-0.268
YJL055W,-0.049
YIL076W,-0.021
YPL081W,-0.311
YMR024W,-0.054
YEL009C,0.035
YJR087W,0.107
YNL269W,-0.021
YJL056C,-0.077
YDR345C,0.318
YJL129C,-0.091
YIL077C,0.129
YPL082C,0.275
YPL155C,-0.003
YLR046C,0.077
YDL240W,0.098
YNL197C,0.083
YJR088C,0.167
YLL014W,-0.311
YKL035W,-0.687
YKL108W,0.052
YDR272W,0.117
YDR418W,-0.295
YLR402W,-0.023
YNR004W,-0.124
YMR025W,0.125
YPL228W,0.228
YGR210C,-0.067
YLR119W,0.030
YKR067W,0.234
YKL036C,-0.608
YJL057C,-0.204
YDR346C,-0.064
YNR005C,0.040
YPR187W,0.012
YMR026C,0.236
YPL083C,0.116
YPL156C,0.545
YLR047C,-0.188
YDL241W,-0.582
YKR068C,-0.013
YNL198C,0.035
YLL015W,-0.013
YPR188C,-0.025
YKL109W,0.084
YDR273W,0.377
YLR330W,0.146
YIL078W,-0.087
YDR419W,-0.089
YLR403W,0.090
YPL229W,0.057
YER180C,-0.241
YJR089W,0.048
YDR274C,-0.219
YJL058C,0.033
YMR310C,0.082
YLR331C,-0.150
YIL079C,-0.067
YDL242W,-0.278
YNL199C,0.121
YGR211W,0.161
YLL016W,0.057
YKL037W,-0.099
YDR347W,0.008
YDL243C,-0.065
YLR404W,0.232
YNR006W,0.077
YPL084W,-0.009
YMR027W,0.051
YPL157W,0.157
YLR048W,-0.344
YKR069W,0.035
YER181C,-0.065
YMR311C,0.214
YDR348C,0.110
YNR007C,0.078
YPR189W,0.000
YPL158C,0.320
YLR049C,0.030
YDL170W,0.022
YFL018W-A,0.028
YGR212W,0.030
YKL038W,-0.007
YDR275W,0.239
YJL059W,-0.161
YDL171C,-0.150
YLR332W,-0.086
YLR405W,0.092
YPL085W,0.010
YGR213C,-0.111
YLL018C,-0.086
YDR276C,-0.209
YDR349C,-0.185
YLR333C,-0.378
YOR304C-A,-0.000
YMR029C,0.145
YBR020W,-2.426
YPL086C,-0.036
YPL159C,0.140
YDL244W,-0.059
YAL010C,0.046
YER182W,0.099
YKL039W,-0.279
YMR312W,-0.051
YDL172C,0.172
YLR260W,0.013
YDL245C,0.112
YNR008W,0.002
YLL019C,0.258
YER183C,-0.141
YMR240C,-0.012
YDR277C,0.243
YMR313C,-0.084
YHR139C-A,0.142
YLR334C,-0.225
YBR021W,-0.387
YAR042W,-0.282
YHR120W,0.040
YGR141W,0.070
YGR214W,-0.403
YGL110C,0.231
YDL246C,-0.223
YLR407W,0.317
YNR009W,-0.000
YPL087W,-0.331
YAL011W,0.097
YER184C,-0.128
YDR278C,-0.432
YLR262C,-0.078
YLR408C,0.000
YCR001W,-0.445
YBR022W,-0.106
YDL173W,0.255
YHR121W,-0.072
YGR142W,0.215
YGR215W,-0.204
YCR002C,-0.159
YBR023C,-0.276
YMR241W,-0.062
YMR314W,-0.002
YDL174C,0.564
YLR335W,0.217
YPL088W,-0.319
YGR216C,-0.175
YAL012W,-0.205
YMR242C,-0.334
YGL111W,0.206
YLR336C,-0.164
YLR409C,0.189
YPL089C,-0.060
YAR044W,0.077
YDL247W,-0.066
YHR122W,0.026
YGR070W,-0.225
YGR143W,-0.284
YOR200W,-0.149
YGL112C,0.006
YFL060C,0.033
YER185W,-0.140
YDR279W,0.199
YMR315W,-0.112
YLR190W,0.083
YDL175C,0.149
YLR263W,-0.377
YGR071C,0.013
YDR490C,0.170
YOR201C,-0.145
YAL013W,0.182
YER186C,-0.048
YMR170C,-0.000
YMR243C,-0.124
YCR003W,0.149
YBR024W,-0.054
YDL248W,-0.148
YAL014C,-0.090
YHR050W,0.162
YKL180W,0.104
YHR123W,-0.288
YGR144W,-0.069
YGL040C,0.065
YGR217W,-0.012
YCR004C,0.195
YBR025C,-0.101
YLR191W,0.178
YMR316W,-0.388
YLR264W,-0.259
YIR030C,0.089
YDR491C,0.014
YLR192C,-0.331
YLR265C,0.001
YGL113W,0.102
YFL061W,0.090
YDL176W,0.142
YAL015C,-0.350
